Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
80063776,00000146,false,Rx,1,8,15,10,16,10,18,10,20,70,
80065776,000001D3,false,Rx,1,8,22,22,22,22,22,22,29,92,
80067776,000001D1,false,Rx,1,8,22,22,22,22,22,22,29,92,
80068776,000003C3,false,Rx,0,6,00,00,FF,FF,FF,F1,00,00,
80069776,00000156,false,Rx,1,8,0E,10,14,10,14,10,20,3C,
80071776,00000086,false,Rx,1,8,C7,10,00,50,00,00,50,39,
80071778,00000166,false,Rx,1,8,F8,C0,00,00,00,00,20,54,
80073777,00000176,false,Rx,1,8,32,32,32,32,3E,00,20,8F,
80075776,00000117,false,Rx,1,8,11,00,00,00,00,00,00,00,
80077776,00000105,false,Rx,1,8,00,00,00,00,00,00,70,EA,
80078776,000003C3,false,Rx,0,6,00,01,FF,FF,FF,F2,00,00,
80079776,00000102,false,Rx,1,8,00,00,00,00,00,00,70,CC,
80079779,00000437,false,Rx,2,8,01,00,00,00,6C,02,03,A1,
80081776,00000103,false,Rx,1,8,00,00,00,00,00,00,70,A9,
80083776,00000127,false,Rx,1,8,F8,0F,F9,0F,F4,0F,20,B7,
80084776,00000087,false,Rx,1,8,C7,10,00,50,00,00,50,5C,
80085776,00000137,false,Rx,1,8,F5,0F,F5,0F,F5,0F,20,02,
80087776,00000147,false,Rx,1,8,F6,0F,F2,0F,F5,0F,20,B4,
80088776,000003C3,false,Rx,0,6,00,02,FF,FF,FF,F4,00,00,
80089776,00000110,false,Rx,1,8,11,00,00,00,00,00,00,00,
80091776,00000130,false,Rx,1,8,18,10,0F,10,15,10,C0,4B,
80093777,00000150,false,Rx,1,8,08,10,1E,10,19,10,C0,38,
80093785,0000041A,false,Rx,2,8,7E,0D,87,13,CB,CE,0B,3A,
80093793,0000041B,false,Rx,2,8,31,32,00,05,2F,75,0B,DC,
80093794,0000041C,false,Rx,2,8,F4,01,00,00,07,18,0B,16,
80093795,0000041D,false,Rx,2,8,45,25,10,27,00,02,0B,DA,
80093796,0000041E,false,Rx,2,8,00,00,00,00,02,6C,0B,17,
80095777,000001C5,false,Rx,1,8,22,22,22,22,25,22,42,22,
80097776,000001D0,false,Rx,1,8,22,22,22,22,22,22,29,92,
80097778,00000080,false,Rx,1,8,C7,10,00,50,00,00,60,30,
80098776,000003C3,false,Rx,0,6,00,03,FF,FF,FF,FD,00,00,
80099776,000001C2,false,Rx,1,8,22,22,22,22,25,22,42,22,
80101776,000001C3,false,Rx,1,8,22,22,22,22,25,22,42,22,
80103776,00000111,false,Rx,1,8,11,00,00,00,00,00,00,00,
80105777,00000131,false,Rx,1,8,16,10,13,10,13,10,30,79,
80107776,00000151,false,Rx,1,8,16,10,1A,10,13,10,30,20,
80108776,000003C3,false,Rx,0,6,00,04,FF,FF,FF,FF,00,00,
80109776,00000170,false,Rx,1,8,32,32,32,32,42,00,C0,3C,
80110777,00000081,false,Rx,1,8,C7,10,00,50,00,00,60,55,
80111776,00000100,false,Rx,1,8,00,00,00,00,00,00,80,79,
80113776,000003D2,false,Rx,0,6,04,02,00,00,00,6A,00,00,
80113777,00000112,false,Rx,1,8,11,00,00,00,00,00,00,00,
80115776,00000106,false,Rx,1,8,00,00,00,00,00,00,80,3A,
80117776,00000107,false,Rx,1,8,00,00,00,00,00,00,80,5F,
80118776,000003C3,false,Rx,0,6,00,05,FF,FF,FF,F2,00,00,
80119776,00000171,false,Rx,1,8,32,32,32,32,3E,00,30,64,
80121776,00000122,false,Rx,1,8,0F,10,12,10,0F,10,30,86,
80123776,00000105,false,Rx,1,8,00,00,00,00,00,00,80,95,
80123779,00000082,false,Rx,1,8,C7,10,00,50,00,00,60,FA,
80125776,00000132,false,Rx,1,8,0A,10,0A,10,0F,10,30,35,
80127776,00000113,false,Rx,1,8,11,00,00,00,00,00,00,00,
80128776,000003C3,false,Rx,0,6,00,06,FF,FF,FF,F9,00,00,
80129776,00000142,false,Rx,1,8,10,10,0F,10,0F,10,30,61,
80131776,00000162,false,Rx,1,8,D1,C0,00,00,00,00,30,F0,
80133777,00000172,false,Rx,1,8,31,32,31,32,3E,00,30,92,
80135776,00000102,false,Rx,1,8,00,00,00,00,00,00,80,B3,
80136776,00000083,false,Rx,1,8,C7,10,00,50,00,00,60,9F,
80137776,00000103,false,Rx,1,8,00,00,00,00,00,00,80,D6,
80138776,000003C3,false,Rx,0,6,00,07,FF,FF,FF,ED,00,00,
80139777,00000101,false,Rx,1,8,00,00,00,00,00,00,80,1C,
80141776,00000115,false,Rx,1,8,11,00,00,00,00,00,00,00,
80143776,00000125,false,Rx,1,8,19,10,1E,10,1A,10,30,99,
80145776,00000135,false,Rx,1,8,18,10,10,10,18,10,30,CF,
80147776,00000145,false,Rx,1,8,1A,10,1B,10,15,10,30,63,
80148776,000003C3,false,Rx,0,6,00,08,FF,FF,FF,FD,00,00,
80149776,00000155,false,Rx,1,8,19,10,18,10,09,10,30,36,
80149779,00000084,false,Rx,1,8,C7,10,00,50,00,00,60,B9,
80151776,00000165,false,Rx,1,8,1F,C1,00,00,00,00,30,EE,
80153777,00000100,false,Rx,1,8,00,00,00,00,00,00,90,B4,
80155777,00000116,false,Rx,1,8,11,00,00,00,00,00,00,00,
80157776,00000126,false,Rx,1,8,11,10,17,10,12,10,30,F5,
80158776,000003C3,false,Rx,0,6,00,09,FF,FF,FF,F5,00,00,
80159776,00000136,false,Rx,1,8,10,10,12,10,0C,10,30,78,
80161776,00000146,false,Rx,1,8,15,10,16,10,16,10,30,B4,
80162777,00000085,false,Rx,1,8,C7,10,00,50,00,00,60,DC,
80163777,00000156,false,Rx,1,8,0E,10,14,10,14,10,30,F1,
80165776,00000166,false,Rx,1,8,E5,C0,00,00,00,00,30,C6,
80167777,00000175,false,Rx,1,8,31,31,31,31,3C,00,30,C7,
80168776,000003C3,false,Rx,0,6,00,0A,00,00,00,04,00,00,
80169776,00000107,false,Rx,1,8,00,00,00,00,00,00,90,92,
80171776,00000176,false,Rx,1,8,32,32,32,32,3D,00,30,CE,
80173777,00000117,false,Rx,1,8,11,00,00,00,00,00,00,00,
80175776,00000106,false,Rx,1,8,00,00,00,00,00,00,90,F7,
80175779,00000086,false,Rx,1,8,C7,10,00,50,00,00,60,73,
80177776,00000105,false,Rx,1,8,00,00,00,00,00,00,90,58,
80178776,000003C3,false,Rx,0,6,00,0B,FF,FF,FF,F0,00,00,
80179776,00000102,false,Rx,1,8,00,00,00,00,00,00,90,7E,
80179779,000003D8,false,Rx,2,3,91,02,00,00,00,00,00,00,
80181776,00000127,false,Rx,1,8,F8,0F,F9,0F,F4,0F,30,7A,
80181779,00000437,false,Rx,2,8,01,00,00,00,6C,02,04,34,
80183776,00000137,false,Rx,1,8,F5,0F,F7,0F,F4,0F,30,94,
80185776,00000147,false,Rx,1,8,F4,0F,F2,0F,F7,0F,30,C0,
80187776,00000103,false,Rx,1,8,00,00,00,00,00,00,90,1B,
80188776,000003C3,false,Rx,0,6,00,0C,FF,FF,FF,E6,00,00,
80188777,00000087,false,Rx,1,8,C7,10,00,50,00,00,60,16,
80189776,00000101,false,Rx,1,8,00,00,00,00,00,00,90,D1,
80191776,00000177,false,Rx,1,8,31,32,31,31,40,00,30,85,
80193777,00000110,false,Rx,1,8,11,00,00,00,00,00,00,00,
80193783,0000041A,false,Rx,2,8,7E,0D,87,13,CB,CE,0C,AF,
80193791,0000041B,false,Rx,2,8,31,32,00,05,2F,75,0C,49,
80193792,0000041C,false,Rx,2,8,F4,01,00,00,07,18,0C,83,
80193794,0000041D,false,Rx,2,8,45,25,10,27,00,02,0C,4F,
80193795,0000041E,false,Rx,2,8,00,00,00,00,02,6C,0C,82,
80195776,00000130,false,Rx,1,8,18,10,11,10,15,10,D0,7E,
80197776,00000150,false,Rx,1,8,08,10,1E,10,19,10,D0,F5,
80198776,000003C3,false,Rx,0,6,00,0D,FF,FF,FF,EB,00,00,
80199776,00000111,false,Rx,1,8,11,00,00,00,00,00,00,00,
80201776,00000170,false,Rx,1,8,32,32,32,32,42,00,D0,F1,
80201779,00000080,false,Rx,1,8,C7,10,00,50,00,00,70,FD,
80203776,00000121,false,Rx,1,8,1A,10,1A,10,16,10,40,11,
80205776,00000131,false,Rx,1,8,16,10,13,10,13,10,40,20,
80207776,00000100,false,Rx,1,8,00,00,00,00,00,00,A0,FE,
80208776,000003C3,false,Rx,0,6,00,0E,FF,FF,FF,E6,00,00,
80209776,00000141,false,Rx,1,8,16,10,19,10,16,10,40,50,
80211776,00000151,false,Rx,1,8,17,10,19,10,13,10,40,9A,
80213777,000003D2,false,Rx,0,6,04,03,00,00,00,6A,00,00,
80213778,00000112,false,Rx,1,8,11,00,00,00,00,00,00,00,
80214776,00000081,false,Rx,1,8,C7,10,00,50,00,00,70,98,
80215776,00000161,false,Rx,1,8,32,C1,00,00,00,00,40,B7,
80217776,00000171,false,Rx,1,8,32,32,32,32,3E,00,40,3D,
80218776,000003C3,false,Rx,0,6,00,0F,FF,FF,FF,E8,00,00,
80219776,00000122,false,Rx,1,8,0F,10,12,10,0F,10,40,DF,
80221776,00000132,false,Rx,1,8,0A,10,0A,10,0D,10,40,6F,
80223776,00000106,false,Rx,1,8,00,00,00,00,00,00,A0,BD,
80225776,00000107,false,Rx,1,8,00,00,00,00,00,00,A0,D8,
80227776,00000142,false,Rx,1,8,10,10,0F,10,0F,10,40,38,
80227779,00000082,false,Rx,1,8,C7,10,00,50,00,00,70,37,
80228776,000003C3,false,Rx,0,6,00,00,FF,FF,FF,F6,00,00,
80229776,00000152,false,Rx,1,8,0B,10,10,10,13,10,40,2A,
80231776,00000113,false,Rx,1,8,11,00,00,00,00,00,00,00,
80233776,00000162,false,Rx,1,8,D1,C0,00,00,00,00,40,A9,
80235776,00000133,false,Rx,1,8,15,10,EC,0F,16,10,40,26,
80237776,00000153,false,Rx,1,8,1A,10,16,10,13,10,40,CA,
80238776,000003C3,false,Rx,0,6,00,01,FF,FF,FF,FC,00,00,
80239776,00000173,false,Rx,1,8,32,32,32,32,40,00,40,B6,
80240777,00000083,false,Rx,1,8,C7,10,00,50,00,00,70,52,
80241776,00000102,false,Rx,1,8,00,00,00,00,00,00,A0,34,
80243776,00000103,false,Rx,1,8,00,00,00,00,00,00,A0,51,
80245776,00000101,false,Rx,1,8,00,00,00,00,00,00,A0,9B,
80247776,00000115,false,Rx,1,8,11,00,00,00,00,00,00,00,
80248776,000003C3,false,Rx,0,6,00,02,FF,FF,FF,F3,00,00,
80249776,00000100,false,Rx,1,8,00,00,00,00,00,00,B0,33,
80251776,000001D6,false,Rx,1,8,22,22,22,22,22,22,29,92,
80253777,000001D7,false,Rx,1,8,22,22,22,22,22,22,29,92,
80253778,00000084,false,Rx,1,8,C7,10,00,50,00,00,70,74,
80255776,00000125,false,Rx,1,8,19,10,1E,10,1A,10,40,C0,
80257776,00000116,false,Rx,1,8,11,00,00,00,00,00,00,00,
80258776,000003C3,false,Rx,0,6,00,03,FF,FF,FF,F8,00,00,
80259776,00000135,false,Rx,1,8,18,10,10,10,18,10,40,96,
80261776,00000145,false,Rx,1,8,1A,10,1B,10,15,10,40,3A,
80263776,00000126,false,Rx,1,8,11,10,17,10,12,10,40,AC,
80265776,00000136,false,Rx,1,8,10,10,12,10,0C,10,40,21,
80266777,00000085,false,Rx,1,8,C7,10,00,50,00,00,70,11,
80267776,00000155,false,Rx,1,8,19,10,18,10,09,10,40,6F,
80268776,000003C3,false,Rx,0,6,00,04,FF,FF,FF,EF,00,00,
80269776,00000146,false,Rx,1,8,15,10,16,10,16,10,40,ED,
80271776,00000165,false,Rx,1,8,1F,C1,00,00,00,00,40,B7,
80273777,00000156,false,Rx,1,8,0D,10,14,10,14,10,40,4F,
80275776,00000166,false,Rx,1,8,F8,C0,00,00,00,00,40,C0,
80277776,00000175,false,Rx,1,8,31,31,31,31,3C,00,40,9E,
80278776,000003C3,false,Rx,0,6,00,05,FF,FF,FF,F3,00,00,
80279776,00000176,false,Rx,1,8,32,32,32,32,3D,00,40,97,
80279779,00000086,false,Rx,1,8,C7,10,00,50,00,00,70,BE,
80279780,00000437,false,Rx,2,8,01,00,00,00,6C,02,05,B3,
80281777,000001D2,false,Rx,1,8,22,22,22,22,22,22,29,92,
80283776,000001D3,false,Rx,1,8,22,22,22,22,22,22,29,92,
80285776,00000117,false,Rx,1,8,11,00,00,00,00,00,00,00,
80287776,00000147,false,Rx,1,8,F6,0F,F2,0F,F7,0F,40,23,
80288776,000003C3,false,Rx,0,6,00,06,FF,FF,FF,FC,00,00,
80289776,00000167,false,Rx,1,8,77,BF,00,00,00,00,40,F1,
80291776,00000105,false,Rx,1,8,00,00,00,00,00,00,B0,DF,
80292777,00000087,false,Rx,1,8,C7,10,00,50,00,00,70,DB,
80293776,00000102,false,Rx,1,8,00,00,00,00,00,00,B0,F9,
80293785,0000041A,false,Rx,2,8,7E,0D,87,13,CB,CE,0D,28,
80293793,0000041B,false,Rx,2,8,31,32,00,05,2F,75,0D,CE,
80293794,0000041C,false,Rx,2,8,F4,01,00,00,07,18,0D,04,
80293795,0000041D,false,Rx,2,8,45,25,10,27,00,02,0D,C8,
80293796,0000041E,false,Rx,2,8,00,00,00,00,02,6C,0D,05,
80295776,00000103,false,Rx,1,8,00,00,00,00,00,00,B0,9C,
80297776,00000110,false,Rx,1,8,11,00,00,00,00,00,00,00,
80298776,000003C3,false,Rx,0,6,00,07,FF,FF,FF,D4,00,00,
80299776,000001D0,false,Rx,1,8,22,22,22,22,22,22,29,92,
80301776,00000177,false,Rx,1,8,31,32,31,31,40,00,40,DC,
80303776,000001C6,false,Rx,1,8,22,22,22,22,25,22,42,22,
80305776,000001C7,false,Rx,1,8,22,22,22,22,25,22,42,22,
80305778,00000080,false,Rx,1,8,C7,10,00,50,00,00,80,82,
80307776,00000120,false,Rx,1,8,15,10,1A,10,1A,10,E0,83,
80308776,000003C3,false,Rx,0,6,00,08,FF,FF,FF,F6,00,00,
80309776,00000111,false,Rx,1,8,11,00,00,00,00,00,00,00,
80311776,000001C5,false,Rx,1,8,22,22,22,22,25,22,42,22,
80313776,000003D2,false,Rx,0,6,04,04,00,00,00,69,00,00,
80313777,000001C2,false,Rx,1,8,22,22,22,22,25,22,42,22,
80315776,00000121,false,Rx,1,8,18,10,1A,10,16,10,50,66,
80317776,00000151,false,Rx,1,8,17,10,19,10,13,10,50,57,
80318776,000003C3,false,Rx,0,6,00,09,00,00,00,0C,00,00,
80318778,00000081,false,Rx,1,8,C7,10,00,50,00,00,80,E7,
80319776,00000171,false,Rx,1,8,32,32,32,32,3E,00,50,F0,
80321776,000001C1,false,Rx,1,8,22,22,22,22,25,22,42,22,
80323776,00000112,false,Rx,1,8,11,00,00,00,00,00,00,00,
80325776,00000100,false,Rx,1,8,00,00,00,00,00,00,C0,6A,
80327776,00000122,false,Rx,1,8,0F,10,14,10,0F,10,50,73,
80328776,000003C3,false,Rx,0,6,00,0A,FF,FF,FF,FE,00,00,
80329776,00000132,false,Rx,1,8,0A,10,0A,10,0D,10,50,A2,
80331776,00000142,false,Rx,1,8,10,10,0F,10,0F,10,50,F5,
80331779,00000082,false,Rx,1,8,C7,10,00,50,00,00,80,48,
80333776,00000152,false,Rx,1,8,0B,10,10,10,14,10,50,6D,
80335776,00000162,false,Rx,1,8,D1,C0,00,00,00,00,50,64,
80337776,00000113,false,Rx,1,8,11,00,00,00,00,00,00,00,
80338776,000003C3,false,Rx,0,6,00,0B,00,00,00,05,00,00,
80339776,00000172,false,Rx,1,8,31,32,31,32,3E,00,50,06,
80341776,00000153,false,Rx,1,8,1A,10,16,10,13,10,50,07,
80343776,00000173,false,Rx,1,8,32,32,32,32,40,00,50,7B,
80344777,00000083,false,Rx,1,8,C7,10,00,50,00,00,80,2D,
80345776,000001C0,false,Rx,1,8,22,22,22,22,25,22,42,22,
80347776,00000102,false,Rx,1,8,00,00,00,00,00,00,C0,A0,
80348776,000003C3,false,Rx,0,6,00,0C,FF,FF,FF,EB,00,00,
80349776,00000103,false,Rx,1,8,00,00,00,00,00,00,C0,C5,
80351776,00000101,false,Rx,1,8,00,00,00,00,00,00,C0,0F,
80353777,00000115,false,Rx,1,8,11,00,00,00,00,00,00,00,
80355776,00000125,false,Rx,1,8,19,10,1E,10,1A,10,50,0D,
80357777,00000135,false,Rx,1,8,18,10,10,10,18,10,50,5B,
80357780,00000084,false,Rx,1,8,C7,10,00,50,00,00,80,0B,
80358776,000003C3,false,Rx,0,6,00,0D,FF,FF,FF,EA,00,00,
80359776,00000100,false,Rx,1,8,00,00,00,00,00,00,D0,A7,
80361776,00000116,false,Rx,1,8,11,00,00,00,00,00,00,00,
80363776,00000145,false,Rx,1,8,1A,10,1A,10,15,10,50,9D,
80365776,00000126,false,Rx,1,8,11,10,17,10,10,10,50,62,
80367776,00000155,false,Rx,1,8,19,10,18,10,09,10,50,A2,
80368776,000003C3,false,Rx,0,6,00,0E,FF,FF,FF,F4,00,00,
80369776,00000136,false,Rx,1,8,10,10,12,10,0C,10,50,EC,
80370777,00000085,false,Rx,1,8,C7,10,00,50,00,00,80,6E,
80371776,00000165,false,Rx,1,8,1F,C1,00,00,00,00,50,7A,
80373777,00000146,false,Rx,1,8,15,10,17,10,18,10,50,43,
80375776,00000156,false,Rx,1,8,0E,10,14,10,14,10,50,65,
80377776,00000175,false,Rx,1,8,31,31,31,31,3D,00,50,DC,
80378776,000003C3,false,Rx,0,6,00,0F,FF,FF,FF,F6,00,00,
80379776,00000437,false,Rx,2,8,01,00,00,00,6C,02,06,3A,
80379778,00000166,false,Rx,1,8,F8,C0,00,00,00,00,50,0D,
80381776,00000176,false,Rx,1,8,32,32,32,32,3D,00,50,5A,
80383776,00000117,false,Rx,1,8,11,00,00,00,00,00,00,00,
80383778,00000086,false,Rx,1,8,C7,10,00,50,00,00,80,C1,
80385776,00000107,false,Rx,1,8,00,00,00,00,00,00,D0,81,
80387776,00000106,false,Rx,1,8,00,00,00,00,00,00,D0,E4,
80388776,000003C3,false,Rx,0,6,00,00,FF,FF,FF,F1,00,00,
80389776,00000105,false,Rx,1,8,00,00,00,00,00,00,D0,4B,
80391776,00000127,false,Rx,1,8,F8,0F,F9,0F,F4,0F,50,EE,
80393777,00000102,false,Rx,1,8,00,00,00,00,00,00,D0,6D,
80393785,0000041A,false,Rx,2,8,7E,0D,87,13,CB,CE,0E,A1,
80393793,0000041B,false,Rx,2,8,31,32,00,05,2F,75,0E,47,
80393794,0000041C,false,Rx,2,8,F4,01,00,00,07,18,0E,8D,
80393795,0000041D,false,Rx,2,8,45,25,10,27,00,02,0E,41,
80393796,0000041E,false,Rx,2,8,00,00,00,00,02,6C,0E,8C,
80395776,00000137,false,Rx,1,8,F5,0F,F7,0F,F4,0F,50,00,
80396776,00000087,false,Rx,1,8,C7,10,00,50,00,00,80,A4,
80397776,00000110,false,Rx,1,8,11,00,00,00,00,00,00,00,
80398776,000003C3,false,Rx,0,6,00,01,FF,FF,FF,EF,00,00,
80399776,00000147,false,Rx,1,8,F4,0F,F2,0F,F7,0F,50,54,
80401776,00000103,false,Rx,1,8,00,00,00,00,00,00,D0,08,
80403776,00000101,false,Rx,1,8,00,00,00,00,00,00,D0,C2,
80405776,00000177,false,Rx,1,8,31,32,31,31,40,00,50,11,
80407776,00000120,false,Rx,1,8,15,10,1A,10,1A,10,00,31,
80408776,000003C3,false,Rx,0,6,00,02,FF,FF,FF,F2,00,00,
80409776,00000130,false,Rx,1,8,18,10,11,10,15,10,00,86,
80409779,00000080,false,Rx,1,8,C7,10,00,50,00,00,90,4F,
80411776,00000111,false,Rx,1,8,11,00,00,00,00,00,00,00,
80413776,000003D2,false,Rx,0,6,04,05,00,00,00,69,00,00,
80413777,00000140,false,Rx,1,8,17,10,17,10,18,10,00,64,
80415776,00000121,false,Rx,1,8,1A,10,1A,10,16,10,60,96,
80417776,00000131,false,Rx,1,8,16,10,13,10,15,10,60,A2,
80418776,000003C3,false,Rx,0,6,00,03,FF,FF,FF,FC,00,00,
80419776,00000151,false,Rx,1,8,17,10,1A,10,13,10,60,A3,
80421776,00000112,false,Rx,1,8,11,00,00,00,00,00,00,00,
80422777,00000081,false,Rx,1,8,C7,10,00,50,00,00,90,2A,
80423776,00000100,false,Rx,1,8,00,00,00,00,00,00,E0,ED,
80425776,00000122,false,Rx,1,8,0F,10,12,10,0F,10,60,58,
80427776,00000171,false,Rx,1,8,32,32,32,32,3E,00,60,BA,
80428776,000003C3,false,Rx,0,6,00,04,FF,FF,FF,FD,00,00,
80429776,00000132,false,Rx,1,8,0A,10,0A,10,0D,10,60,E8,
80431776,00000142,false,Rx,1,8,10,10,0F,10,0F,10,60,BF,
80433776,00000152,false,Rx,1,8,0C,10,10,10,13,10,60,23,
80435776,00000162,false,Rx,1,8,D1,C0,00,00,00,00,60,2E,
80435779,00000082,false,Rx,1,8,C7,10,00,50,00,00,90,85,
80437776,00000113,false,Rx,1,8,11,00,00,00,00,00,00,00,
80438776,000003C3,false,Rx,0,6,00,05,00,00,00,03,00,00,
80439776,00000172,false,Rx,1,8,31,32,31,32,3E,00,60,4C,
80441776,00000123,false,Rx,1,8,14,10,14,10,16,10,60,4B,
80443776,00000133,false,Rx,1,8,15,10,EE,0F,16,10,60,75,
80445776,00000106,false,Rx,1,8,00,00,00,00,00,00,E0,AE,
80447776,00000173,false,Rx,1,8,32,32,32,32,3F,00,60,FF,
80448776,000003C3,false,Rx,0,6,00,06,FF,FF,FF,F8,00,00,
80448778,00000083,false,Rx,1,8,C7,10,00,50,00,00,90,E0,
80449776,00000102,false,Rx,1,8,00,00,00,00,00,00,E0,27,
80451776,00000103,false,Rx,1,8,00,00,00,00,00,00,E0,42,
80453776,00000101,false,Rx,1,8,00,00,00,00,00,00,E0,88,
80455776,00000115,false,Rx,1,8,11,00,00,00,00,00,00,00,
80457776,00000125,false,Rx,1,8,19,10,1E,10,1B,10,60,C8,
80458776,000003C3,false,Rx,0,6,00,07,FF,FF,FF,F8,00,00,
80459776,00000135,false,Rx,1,8,18,10,10,10,18,10,60,11,
80461776,00000145,false,Rx,1,8,1A,10,1B,10,16,10,60,31,
80461779,00000084,false,Rx,1,8,C7,10,00,50,00,00,90,C6,
80463776,00000116,false,Rx,1,8,11,00,00,00,00,00,00,00,
80465776,00000155,false,Rx,1,8,19,10,18,10,09,10,60,E8,
80467777,00000126,false,Rx,1,8,11,10,16,10,10,10,60,42,
80468776,000003C3,false,Rx,0,6,00,08,FF,FF,FF,ED,00,00,
80469776,00000165,false,Rx,1,8,1F,C1,00,00,00,00,60,30,
80471776,00000136,false,Rx,1,8,10,10,10,10,0C,10,60,72,
80473777,00000100,false,Rx,1,8,00,00,00,00,00,00,00,5F,
80474776,00000085,false,Rx,1,8,C7,10,00,50,00,00,90,A3,
80475776,00000146,false,Rx,1,8,16,10,17,10,16,10,60,E7,
80477776,00000175,false,Rx,1,8,31,31,31,31,3C,00,60,19,
80478776,000003C3,false,Rx,0,6,00,09,00,00,00,00,00,00,
80479776,000001D7,false,Rx,1,8,22,22,22,22,22,22,29,92,
80479777,00000437,false,Rx,2,8,01,00,00,00,6C,02,07,BD,
80481776,00000156,false,Rx,1,8,0E,10,13,10,16,10,60,27,
80483776,00000166,false,Rx,1,8,F8,C0,00,00,00,00,60,47,
80485776,000001D6,false,Rx,1,8,22,22,22,22,22,22,29,92,
80487776,00000117,false,Rx,1,8,11,00,00,00,00,00,00,00,
80487777,00000086,false,Rx,1,8,C7,10,00,50,00,00,90,0C,
80488776,000003C3,false,Rx,0,6,00,0A,FF,FF,FF,FB,00,00,
80489776,000001D5,false,Rx,1,8,22,22,22,22,22,22,29,92,
80491776,000001D2,false,Rx,1,8,22,22,22,22,22,22,29,92,
80493776,00000107,false,Rx,1,8,00,00,00,00,00,00,00,79,
80493784,0000041A,false,Rx,2,8,7E,0D,87,13,CB,CE,0F,26,
80493792,0000041B,false,Rx,2,8,31,32,00,04,2F,75,0F,0A,
80493793,0000041C,false,Rx,2,8,F4,01,00,00,07,18,0F,0A,
80493794,0000041D,false,Rx,2,8,45,25,10,27,00,02,0F,C6,
80493796,0000041E,false,Rx,2,8,00,00,00,00,02,6C,0F,0B,
80495776,000001D3,false,Rx,1,8,22,22,22,22,22,22,29,92,
80497776,000001D1,false,Rx,1,8,22,22,22,22,22,22,29,92,
80498776,000003C3,false,Rx,0,6,00,0B,00,00,00,00,00,00,
80499776,00000147,false,Rx,1,8,F4,0F,F2,0F,F7,0F,60,1E,
80500777,00000087,false,Rx,1,8,C7,10,00,50,00,00,90,69,
80501776,00000106,false,Rx,1,8,00,00,00,00,00,00,00,1C,
80503776,00000177,false,Rx,1,8,32,32,31,31,40,00,60,BC,
80505776,00000105,false,Rx,1,8,00,00,00,00,00,00,00,B3,
80507776,00000102,false,Rx,1,8,00,00,00,00,00,00,00,95,
80508776,000003C3,false,Rx,0,6,00,0C,FF,FF,FF,ED,00,00,
80509777,00000103,false,Rx,1,8,00,00,00,00,00,00,00,F0,
80511776,00000120,false,Rx,1,8,15,10,1A,10,1A,10,10,FC,
80513776,00000130,false,Rx,1,8,18,10,0F,10,15,10,10,B3,
80513779,00000080,false,Rx,1,8,C7,10,00,50,00,00,A0,05,
80513780,000003D2,false,Rx,0,6,04,06,00,00,00,6A,00,00,
80515776,00000140,false,Rx,1,8,17,10,17,10,18,10,10,A9,
80517776,00000111,false,Rx,1,8,11,00,00,00,00,00,00,00,
80518776,000003C3,false,Rx,0,6,00,0D,FF,FF,FF,F2,00,00,
80519776,00000150,false,Rx,1,8,08,10,1E,10,19,10,10,C0,
80521776,000001C6,false,Rx,1,8,22,22,22,22,25,22,42,22,
80523776,000001C5,false,Rx,1,8,22,22,22,22,25,22,42,22,
80525776,000001C2,false,Rx,1,8,22,22,22,22,25,22,42,22,
80526777,00000081,false,Rx,1,8,C7,10,00,50,00,00,A0,60,
80527776,000001D0,false,Rx,1,8,22,22,22,22,22,22,29,92,
80528776,000003C3,false,Rx,0,6,00,0E,FF,FF,FF,FB,00,00,
80529776,00000121,false,Rx,1,8,18,10,1A,10,16,10,70,E1,
80531776,00000151,false,Rx,1,8,17,10,19,10,13,10,70,D0,
80533776,00000171,false,Rx,1,8,32,32,32,32,3E,00,70,77,
80535776,000001C1,false,Rx,1,8,22,22,22,22,25,22,42,22,
80537776,00000122,false,Rx,1,8,0F,10,12,10,0F,10,70,95,
80538776,000003C3,false,Rx,0,6,00,0F,FF,FF,FF,F7,00,00,
80539776,00000100,false,Rx,1,8,00,00,00,00,00,00,10,92,
80539779,00000082,false,Rx,1,8,C7,10,00,50,00,00,A0,CF,
80541776,00000142,false,Rx,1,8,10,10,0F,10,0F,10,70,72,
80543776,00000162,false,Rx,1,8,D1,C0,00,00,00,00,70,E3,
80545776,00000172,false,Rx,1,8,31,32,31,32,3E,00,70,81,
80547776,00000133,false,Rx,1,8,15,10,EC,0F,16,10,70,6C,
80548776,000003C3,false,Rx,0,6,00,00,FF,FF,FF,F1,00,00,
80549776,00000153,false,Rx,1,8,1A,10,16,10,13,10,70,80,
80551776,00000106,false,Rx,1,8,00,00,00,00,00,00,10,D1,
80552777,00000083,false,Rx,1,8,C7,10,00,50,00,00,A0,AA,
80553776,00000105,false,Rx,1,8,00,00,00,00,00,00,10,7E,
80555776,000001C0,false,Rx,1,8,22,22,22,22,25,22,42,22,
80557776,00000102,false,Rx,1,8,00,00,00,00,00,00,10,58,
80558776,000003C3,false,Rx,0,6,00,01,FF,FF,FF,F2,00,00,
80559776,00000103,false,Rx,1,8,00,00,00,00,00,00,10,3D,
80561776,00000101,false,Rx,1,8,00,00,00,00,00,00,10,F7,
80563776,00000115,false,Rx,1,8,11,00,00,00,00,00,00,00,
